source_row,record_date,voyage_id,recipient_username,revenue_florins,salary_florins,catch_summary
17,2022-11-02,13,Thunder_Sanctus,11938,11938,"11 Common Blue Crab at 1,25x, 16 Pistol Shrimp at 1,25x, 12 Giant Hermit Crab at 1,25x, 15 American Lobster at 1,25x, 12 Common Blue Crab at 1,25x, 17 Pistol Shrimp at 1,25x."
18,2022-11-03,14,Thunder_Sanctus,9975,9975,"10 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 9 Giant Hermit Crab at 1,25x, 18 Pistol Shrimp at 1,25x, 10 Giant Hermit Crab at 1,25x."
19,2022-11-03,14,just_hein1203,10868,10868,"17 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x, 11 American Lobster at 1,25x, 8 Giant Hermit Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 14 Pistol Shrimp at 1,25x."
20,2022-11-03,15,SupremeBigBrother,1220,1220,"10 Common Blue Crab at 1,25x."
21,2022-11-03,15,piper221,3534,3534,"18 Pistol Shrimp at 1,25x, 13 Pistol Shrimp at 1,25x."
22,2022-11-03,16,MRGCOOL2,6179,5156,"12 Common Blue Crab at 1x, 11 Giant Hermit Crab at 1x, 12 Giant Hermit Crab at 1x."
23,2022-11-03,17,CertifiedSaraa,8693,7283,"12 Common Blue Crab at 1,25x, 18 Pistol Shrimp at 1,25x, 9 Common Blue Crab at 1,25x, 18 Mantis Shrimp at 1,25x."
24,2022-11-03,17,caccolino2018,7739,6560,"11 Giant Hermit Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 14 Pistol Shrimp at 1,25x."
25,2022-11-03,17,joppiesaus_nl,9449,7964,"14 American Lobster at 1,25x, 11 Giant Hermit Crab at 1,25x, 10 Common Blue Crab at 1,25x, 12 Pistol Shrimp at 1,25x."
26,2022-11-04,19,Jorbunga,10228,8665,"18 Mantis Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x."
27,2022-11-04,19,MRGCOOL2,8888,7459,"15 Pistol Shrimp at 1,25x, 14 American Lobster at 1,25x, 12 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x."
28,2022-11-04,19,ukraine_forLive,7338,6064,"8 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 17 Mantis Shrimp at 1,25x, 11 Common Blue Crab at 1,25x."
29,2022-11-04,20,minebab,12945,10841,"9 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 14 American Lobster at 1,25x, 10 Common Blue Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 11 Common Blue Crab at 1,25x."
30,2022-11-04,20,ukraine_forLive,14985,12677,"13 Mantis Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 11 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 17 Mantis Shrimp at 1,25x, 11 Giant Hermit Crab at 1,25x."
31,2022-11-04,22,PercyHallucination,7030,5922,"14 Mantis Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 18 Mantis Shrimp at 1,25x."
32,2022-11-04,23,StrayzoDev,4154,3334,"9 Common Blue Crab at 1x, 16 Mantis Shrimp at 1x, 8 Common Blue Crab at 1x."
33,2022-11-04,24,CertifiedBellaaaa,6445,5396,"17 Mantis Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 13 Pistol Shrimp at 1,25x."
34,2022-11-04,25,CertifiedSaraa,3395,2921,"14 American Lobster at 1,25x."
35,2022-11-04,25,CertifiedNyxao,2819,2402,"11 Giant Hermit Crab at 1,25x."
36,2022-11-04,25,loulo383,2050,1710,"8 Giant Hermit Crab at 1,25x."
37,2022-11-04,26,Lord_Sicment,6465,5414,"12 Common Blue Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x."
38,2022-11-05,27,MarketingGoose,6929,5831,"16 Pistol Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 11 Giant Hermit Crab at 1,25x."
39,2022-11-05,27,Doy_Harthur,3203,2612,"12 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
40,2022-11-05,28,Nick2709,5340,4401,"11 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x."
41,2022-11-05,29,joe_whit,6964,5862,"11 Giant Hermit Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 8 Common Blue Crab at 1,25x."
42,2022-11-05,30,JazzyEpicdoge,1830,1512,"12 Common Blue Crab at 1,25x."
43,2022-11-06,32,asiicitive,6249,5219,"13 Mantis Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 9 Giant Hermit Crab at 1,25x."
44,2022-11-06,31,CertifiedBellaaaa,11548,9583,"12 Common Blue Crab at 1,25x, 14 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x, 12 Pistol Shrimp at 1,25x, 15 Mantis Shrimp at 1,25x, 8 Giant Hermit Crab at 1,25x."
45,2022-11-06,31,joppiesaus_nl,11390,9441,"13 Pistol Shrimp at 1,25x, 8 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 16 Mantis Shrimp at 1,25x, 8 Common Blue Crab at 1,25x, 11 American Lobster at 1,25x."
46,2022-11-06,33,ArmyGamer100,4384,3541,"13 Mantis Shrimp at 1x, 14 Pistol Shrimp at 1x, 9 Common Blue Crab at 1x."
47,2022-11-06,34,BlueStarKnight,7990,6786,"14 Mantis Shrimp at 1,25x, 10 Giant Hermit Crab at 1,25x, 13 American Lobster at 1,25x."
48,2022-11-06,35,ComplexCrimes,3784,3001,"9 Common Blue Crab at 1x, 15 Pistol Shrimp at 1x, 8 Common Blue Crab at 1x."
49,2022-11-06,36,Uinsink,6908,5812,"17 Mantis Shrimp at 1,25x, 8 Common Blue Crab at 1,25x, 18 Mantis Shrimp at 1,25x."
50,2022-11-06,36,piper221,6894,5799,"12 American Lobster at 1,25x, 11 Common Blue Crab at 1,25x, 9 Giant Hermit Crab at 1,25x."
51,2022-11-08,37,Quebec404,5045,4136,"9 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 14 Pistol Shrimp at 1,25x."
52,2022-11-09,38,TheLonelyCanuck,7040,5931,"16 Mantis Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x, 11 Common Blue Crab at 1,25x."
53,2022-11-09,38,Trahvski,8669,7397,"18 Mantis Shrimp at 1,25x, 18 Mantis Shrimp at 1,25x, 11 Giant Hermit Crab at 1,25x."
54,2022-11-09,38,austinwrighthd,1220,963,"8 Common Blue Crab at 1,25x."
55,2022-11-09,38,Uinsink,7300,6165,"15 Mantis Shrimp at 1,25x, 10 American Lobster at 1,25x, 15 Mantis Shrimp at 1,25x."
56,2022-11-09,39,Kingme2244,4496,3777,"11 Common Blue Crab at 1,25x, 11 Giant Hermit Crab at 1,25x."
57,2022-11-09,40,Jorbunga,13544,11379,"10 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 18 Pistol Shrimp at 1,25x, 11 American Lobster at 1,25x, 11 Giant Hermit Crab at 1,25x."
58,2022-11-09,40,Kingme2244,16321,13879,"12 Giant Hermit Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 American Lobster at 1,25x, 11 Giant Hermit Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x."
59,2022-11-12,42,IndonesianSpecialist,8198,6973,"14 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 15 American Lobster at 1,25x."
60,2022-11-12,43,lucaman10,6578,5515,"9 Common Blue Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x."
61,2022-11-19,44,sibfarmus,7296,6162,"18 Pistol Shrimp at 1,25x, 10 American Lobster at 1,25x, 9 Giant Hermit Crab at 1,25x."
62,2022-11-21,45,TheLonelyCanuck,13020,10908,"14 American Lobster at 1,25x, 14 Pistol Shrimp at 1,25x, 8 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 10 Giant Hermit Crab at 1,25x, 12 Pistol Shrimp at 1,25x."
63,2022-11-21,45,Uinsink,11453,9497,"12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 12 American Lobster at 1,25x, 10 Common Blue Crab at 1,25x."
64,2022-12-02,46,Jorbunga,6881,5653,"11 Common Blue Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 11 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
65,2022-12-02,46,Kingme2244,15601,12961,"10 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 10 Giant Hermit Crab at 1,25x."
66,2022-12-08,47,TheLonelyCanuck,12263,10226,"11 Common Blue Crab at 1,25x, 12 Mantis Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x, 11 Common Blue Crab at 1,25x, 14 American Lobster at 1,25x, 13 Pistol Shrimp at 1,25x."
67,2022-12-08,47,BlueStarKnight,11143,9218,"10 Common Blue Crab at 1,25x, 15 American Lobster at 1,25x, 10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 12 Pistol Shrimp at 1,25x, 8 Common Blue Crab at 1,25x."
68,2022-12-15,49,Thunder_Sanctus,10178,8350,"9 Giant Hermit Crab at 1x, 12 Common Blue Crab at 1x, 18 Pistol Shrimp at 1x, 11 Common Blue Crab at 1x, 10 Common Blue Crab at 1x, 11 Giant Hermit Crab at 1x."
69,2022-12-15,49,Jorbunga,9424,7672,"12 Common Blue Crab at 1x, 12 Common Blue Crab at 1x, 15 Pistol Shrimp at 1x, 13 Pistol Shrimp at 1x, 12 American Lobster at 1x, 8 Common Blue Crab at 1x."
70,2022-12-16,50,SegaSoog,8073,6725,"17 Mantis Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
71,2022-12-16,50,Krysler14,11598,9628,"8 Common Blue Crab at 1,25x, 16 Mantis Shrimp at 1,25x, 15 Mantis Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 9 Common Blue Crab at 1,25x."
72,2022-12-16,51,Krysler14,14156,11931,"18 Pistol Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 13 Mantis Shrimp at 1,25x, 11 Common Blue Crab at 1,25x, 13 American Lobster at 1,25x, 11 Giant Hermit Crab at 1,25x."
73,2022-12-16,51,SegaSoog,10675,8933,"13 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x, 15 American Lobster at 1,25x, 12 Mantis Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x."
74,2022-12-16,52,Thunder_Sanctus,12380,10332,"9 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 9 Common Blue Crab at 1,25x, 17 Pistol Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x, 10 Giant Hermit Crab at 1,25x."
75,2022-12-16,52,CertifiedBellaaaa,10853,8957,"9 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 9 Common Blue Crab at 1,25x."
76,2022-12-19,53,Thunder_Sanctus,15295,12956,"17 Pistol Shrimp at 1,25x, 15 American Lobster at 1,25x, 12 Common Blue Crab at 1,25x, 16 Pistol Shrimp at 1,25x, 10 Giant Hermit Crab at 1,25x, 10 Giant Hermit Crab at 1,25x."
77,2022-12-19,53,BlueStarKnight,10945,9176,"15 American Lobster at 1,25x, 12 Mantis Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x, 9 Common Blue Crab at 1,25x, 14 Mantis Shrimp at 1,25x."
78,2023-01-10,54,TheLonelyCanuck,14846,12552,"11 American Lobster at 1,25x, 8 Giant Hermit Crab at 1,25x, 15 American Lobster at 1,25x, 11 Giant Hermit Crab at 1,25x, 14 Pistol Shrimp at 1,25x, 11 Common Blue Crab at 1,25x."
79,2023-01-10,54,loulo383,10564,8697,"8 Common Blue Crab at 1,25x, 13 Pistol Shrimp at 1,25x, 8 Common Blue Crab at 1,25x, 13 Pistol Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 9 Giant Hermit Crab at 1,25x."
80,2023-01-30,55,joppiesaus_nl,13994,11784,"11 Giant Hermit Crab at 1,25x, 15 Pistol Shrimp at 1,25x, 8 Giant Hermit Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 12 Mantis Shrimp at 1,25x."
81,2023-01-30,55,FramesStatixx,7363,6221,"10 Common Blue Crab at 1,25x, 17 Mantis Shrimp at 1,25x, 12 Giant Hermit Crab at 1,25x."
82,2023-02-04,57,TheLonelyCanuck,12959,10853,"11 Common Blue Crab at 1,25x, 14 Pistol Shrimp at 1,25x, 10 Giant Hermit Crab at 1,25x, 18 Pistol Shrimp at 1,25x, 9 Giant Hermit Crab at 1,25x, 13 Pistol Shrimp at 1,25x."
83,2023-02-04,57,MarketingGoose,13398,11248,"12 Common Blue Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 8 Giant Hermit Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 9 Common Blue Crab at 1,25x, 14 Pistol Shrimp at 1,25x."
84,2023-02-07,58,TheLonelyCanuck,7785,6602,"15 American Lobster at 1,25x, 12 Pistol Shrimp at 1,25x, 15 Mantis Shrimp at 1,25x."
85,2023-02-07,58,Kingme2244,8213,6851,"15 American Lobster at 1,25x, 12 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
86,2023-02-07,58,Lord_Poultry,7180,5922,"12 American Lobster at 1,25x, 9 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
87,2023-02-09,59,SupremeBigBrother,10688,9079,"12 American Lobster at 1,25x, 15 Pistol Shrimp at 1,25x, 12 Giant Hermit Crab at 1,25x, 18 Pistol Shrimp at 1,25x."
88,2023-02-09,59,MarketingGoose,3943,3278,"12 Common Blue Crab at 1,25x, 13 Mantis Shrimp at 1,25x."
89,2023-02-09,60,SupremeBigBrother,8753,7202,"9 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 16 Pistol Shrimp at 1,25x, 9 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
90,2023-02-09,60,brammieboy1612,8563,7301,"11 Giant Hermit Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 11 Giant Hermit Crab at 1,25x."
91,2023-02-12,61,ikbenhetsmientie,12753,10667,"14 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x, 15 Mantis Shrimp at 1,25x, 12 Pistol Shrimp at 1,25x, 14 Pistol Shrimp at 1,25x, 8 Giant Hermit Crab at 1,25x."
92,2023-02-12,61,brammieboy1612,14575,12308,"18 Pistol Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 13 American Lobster at 1,25x, 11 Common Blue Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 14 Mantis Shrimp at 1,25x."
93,2023-02-12,63,TheLonelyCanuck,11115,9464,"12 American Lobster at 1,25x, 12 Giant Hermit Crab at 1,25x, 18 Pistol Shrimp at 1,25x, 18 Pistol Shrimp at 1,25x."
94,2023-02-12,63,MarketingGoose,8481,7093,"16 Mantis Shrimp at 1,25x, 9 Giant Hermit Crab at 1,25x, 10 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
95,2023-02-12,63,CertifiedBellaaaa,4880,3987,"10 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
96,2023-02-14,64,dxrova,5136,4217,"9 Common Blue Crab at 1x, 12 American Lobster at 1x, 15 Pistol Shrimp at 1x."
97,2023-02-15,66,NEW4RK,2565,2174,"18 Pistol Shrimp at 1,25x."
98,2023-02-14,65,Uinsink,5965,4964,"11 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 17 Mantis Shrimp at 1,25x."
99,2023-02-14,65,Lord_microwave,6203,5177,"9 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 13 American Lobster at 1,25x."
100,2023-02-15,67,dxrova,11283,9344,"10 Common Blue Crab at 1,25x, 12 Pistol Shrimp at 1,25x, 10 American Lobster at 1,25x, 9 Common Blue Crab at 1,25x, 13 Mantis Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x."
101,2023-02-15,67,Thunder_Sanctus,13925,11723,"10 American Lobster at 1,25x, 9 Common Blue Crab at 1,25x, 18 Pistol Shrimp at 1,25x, 11 Giant Hermit Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 15 Mantis Shrimp at 1,25x."
102,2023-02-15,68,Rexcityz,8073,6860,"10 Giant Hermit Crab at 1,25x, 16 Mantis Shrimp at 1,25x, 12 American Lobster at 1,25x."
103,2023-02-15,69,RyanFrmLamron,6746,5667,"9 Giant Hermit Crab at 1,25x, 11 Common Blue Crab at 1,25x, 17 Mantis Shrimp at 1,25x."
104,2023-02-15,70,0_Alibi,10969,9332,"11 Giant Hermit Crab at 1,25x, 18 Mantis Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 14 American Lobster at 1,25x."
105,2023-02-16,71,dvstpan,4575,3713,"8 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
106,2023-02-17,72,cristibivolll,4118,3301,"8 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
107,2023-02-18,76,ghostbuster9001,6610,5544,"14 Pistol Shrimp at 1,25x, 14 American Lobster at 1,25x, 8 Common Blue Crab at 1,25x."
108,2023-02-18,77,RyanFrmLamron,6278,5245,"9 Common Blue Crab at 1,25x, 12 Giant Hermit Crab at 1,25x, 12 Common Blue Crab at 1,25x."
109,2023-02-18,77,Rexcityz,4750,3870,"11 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 13 Pistol Shrimp at 1,25x."
110,2023-02-18,77,brammieboy1612,12805,10715,"15 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 15 American Lobster at 1,25x, 11 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 13 Pistol Shrimp at 1,25x."
111,2023-02-18,78,Lord_microwave,3355,2750,"10 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
112,2023-02-18,78,Rexcityz,2745,2201,"10 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
113,2023-02-18,78,ghostbuster9001,4615,3884,"18 Pistol Shrimp at 1,25x, 8 Giant Hermit Crab at 1,25x."
114,2023-02-18,78,LamaSchijt,5005,4235,"13 American Lobster at 1,25x, 13 Pistol Shrimp at 1,25x."
115,2023-02-18,78,brammieboy1612,7361,6085,"13 Pistol Shrimp at 1,25x, 9 Giant Hermit Crab at 1,25x, 12 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
116,2023-02-19,79,simonmutsaers,2925,2498,"18 Mantis Shrimp at 1,25x."
117,2023-02-19,79,lolster1210,2438,2059,"15 Mantis Shrimp at 1,25x."
118,2023-02-19,80,LamaSchijt,8973,7535,"13 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 17 Pistol Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x."
119,2023-02-19,80,RyanFrmLamron,7610,6309,"13 Pistol Shrimp at 1,25x, 13 Mantis Shrimp at 1,25x, 10 American Lobster at 1,25x, 8 Common Blue Crab at 1,25x."
120,2023-02-19,80,brammieboy1612,7748,6433,"12 Common Blue Crab at 1,25x, 10 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 10 Giant Hermit Crab at 1,25x."
121,2023-02-19,81,Luft_ace262,8680,7407,"16 Pistol Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x, 15 American Lobster at 1,25x."
122,2023-02-19,82,qtrcy,4118,3436,"15 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
123,2023-02-19,82,garlicberadTV,7465,6314,"18 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x."
124,2023-02-19,84,higle,1220,963,"8 Common Blue Crab at 1,25x."
125,2023-02-19,84,youiscool101,2438,2059,"15 Mantis Shrimp at 1,25x."
126,2023-02-19,83,RyanFrmLamron,16058,13372,"11 American Lobster at 1,25x, 11 Common Blue Crab at 1,25x, 16 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 16 Mantis Shrimp at 1,25x, 9 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
127,2023-02-19,83,brammieboy1612,7123,5870,"14 Mantis Shrimp at 1,25x, 12 Mantis Shrimp at 1,25x, 11 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
128,2023-02-20,85,BlueStarKnight,7358,6082,"11 Pistol Shrimp at 1,25x, 9 Common Blue Crab at 1,25x, 17 Pistol Shrimp at 1,25x, 14 Pistol Shrimp at 1,25x."
129,2023-02-20,85,ghostbuster9001,6275,5108,"13 Pistol Shrimp at 1,25x, 9 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
130,2023-02-20,85,brammieboy1612,8024,6681,"8 Common Blue Crab at 1,25x, 9 Giant Hermit Crab at 1,25x, 11 American Lobster at 1,25x, 12 Common Blue Crab at 1,25x."
131,2023-02-25,86,Luft_ace262,8693,7283,"8 Giant Hermit Crab at 1,25x, 9 Common Blue Crab at 1,25x, 13 Pistol Shrimp at 1,25x, 14 Pistol Shrimp at 1,25x."
132,2023-02-25,86,BlueStarKnight,8113,6761,"15 Pistol Shrimp at 1,25x, 8 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 8 Giant Hermit Crab at 1,25x."
133,2023-02-25,86,ikbenhetsmientie,12315,10544,"14 American Lobster at 1,25x, 13 Pistol Shrimp at 1,25x, 14 Mantis Shrimp at 1,25x, 17 Mantis Shrimp at 1,25x."
134,2023-02-25,87,RyanFrmLamron,8345,6971,"10 Common Blue Crab at 1,25x, 16 Pistol Shrimp at 1,25x, 12 Mantis Shrimp at 1,25x, 8 Common Blue Crab at 1,25x."
135,2023-02-25,87,brammieboy1612,6230,5337,"8 Giant Hermit Crab at 1,25x, 13 American Lobster at 1,25x."
136,2023-03-01,88,dxrova,11073,9425,"10 Giant Hermit Crab at 1,25x, 13 American Lobster at 1,25x, 9 Giant Hermit Crab at 1,25x, 8 Common Blue Crab at 1,25x."
137,2023-03-07,89,TheLonelyCanuck,6380,5337,"12 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 14 Mantis Shrimp at 1,25x."
138,2023-03-07,89,0_Alibi,4198,3508,"12 Common Blue Crab at 1,25x, 11 Common Blue Crab at 1,25x."
139,2023-03-11,90,WISEBOSSMLG,3383,2909,"11 Giant Hermit Crab at 1,25x."
140,2023-03-15,92,WISEBOSSMLG,14043,11828,"16 Mantis Shrimp at 1,25x, 12 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x, 15 Mantis Shrimp at 1,25x, 11 Common Blue Crab at 1,25x, 12 Mantis Shrimp at 1,25x."
141,2023-03-15,92,Uinsink,15640,13266,"8 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 13 American Lobster at 1,25x, 15 Mantis Shrimp at 1,25x, 9 Common Blue Crab at 1,25x, 8 Common Blue Crab at 1,25x."
142,2023-03-15,93,TheLonelyCanuck,17498,14938,"9 Common Blue Crab at 1,25x, 10 Giant Hermit Crab at 1,25x, 18 Pistol Shrimp at 1,25x, 12 American Lobster at 1,25x, 16 Mantis Shrimp at 1,25x, 16 Mantis Shrimp at 1,25x."
143,2023-03-15,93,0_Alibi,14235,12002,"14 Pistol Shrimp at 1,25x, 13 Pistol Shrimp at 1,25x, 15 Pistol Shrimp at 1,25x, 16 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x, 15 Pistol Shrimp at 1,25x."
144,2023-03-24,94,TheLonelyCanuck,6023,5015,"12 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 12 Common Blue Crab at 1,25x."
145,2023-03-24,94,CertifiedBellaaaa,7515,6359,"13 Pistol Shrimp at 1,25x, 10 Common Blue Crab at 1,25x, 12 American Lobster at 1,25x."
146,2023-03-30,95,Capprilex,11458,9772,"11 American Lobster at 1,25x, 18 Pistol Shrimp at 1,25x, 11 Giant Hermit Crab at 1,25x, 10 Common Blue Crab at 1,25x."
147,2023-03-30,95,dxrova,12675,10868,"16 Pistol Shrimp at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 Giant Hermit Crab at 1,25x, 11 American Lobster at 1,25x."
148,2023-03-30,95,FenstonialBoogieton,8010,6669,"11 Common Blue Crab at 1,25x, 10 American Lobster at 1,25x, 8 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
149,2023-03-30,96,worldoftanksguy30,3383,2909,"11 Giant Hermit Crab at 1,25x."
150,2023-03-30,96,youiscool101,1825,1508,"10 Common Blue Crab at 1,25x."
151,2023-03-30,97,youiscool101,2768,2356,"9 Giant Hermit Crab at 1,25x."
152,2023-03-30,97,thecoolguyisco,4350,3780,"15 American Lobster at 1,25x."
153,2023-03-31,98,Hanna_Marseille,1460,1179,"8 Common Blue Crab at 1,25x."
154,2023-03-31,99,Hanna_Marseille,6370,5328,"16 Pistol Shrimp at 1,25x, 11 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x."
155,2023-03-31,100,youiscool101,2008,1672,"11 Common Blue Crab at 1,25x."
156,2023-03-31,100,Hurtenwald,3690,3186,"12 Giant Hermit Crab at 1,25x."
157,2023-04-01,101,M_lkMilk,5508,4552,"10 Common Blue Crab at 1,25x, 9 Common Blue Crab at 1,25x, 12 Pistol Shrimp at 1,25x."
158,2023-04-04,102,dlwanbarwari,913,686,"5 Common Blue Crab at 1,25x."
159,2023-04-14,103,dsteppins01,2190,1836,"12 Common Blue Crab at 1,25x."
160,2023-04-14,103,DeepSStudios,2460,2079,"8 Giant Hermit Crab at 1,25x."
161,2023-04-14,104,the_communistregime,3510,3024,"18 Mantis Shrimp at 1,25x."
162,2023-04-19,105,limeno16,3075,2633,"10 Giant Hermit Crab at 1,25x."
163,2023-05-05,107,SupremeBigBrother,6795,5576,"16 Mantis Shrimp at 1,25x, 10 Giant Hermit Crab at 1,25x, 12 Pistol Shrimp at 1,25x, 8 Common Blue Crab at 1,25x."
164,2023-05-05,107,the_communistregime,5760,4779,"12 Mantis Shrimp at 1,25x, 14 American Lobster at 1,25x, 10 Common Blue Crab at 1,25x."
165,2023-05-05,110,colton17483,6110,5094,"14 Mantis Shrimp at 1,25x, 15 American Lobster at 1,25x, 9 Common Blue Crab at 1,25x."
166,2023-05-05,110,Techtonic532,3045,2471,"10 American Lobster at 1,25x, 8 Common Blue Crab at 1,25x."
167,2023-05-06,111,ThorvaldHalvorsen,3859,3068,"11 Common Blue Crab at 1x, 11 Common Blue Crab at 1x, 17 Pistol Shrimp at 1x."
